16.00
58.50
68.20
78.00
79.45
142.20
145.35
186.70
209.05
216.75
219.70
247.55
249.10
256.00
257.15
262.35
268.60
269.60
270.15
294.45
319.00
332.00
343.20
350.75
354.90
372.60
383.40
389.20
404.55
420.20
428.50
432.40
444.60
446.40
456.80
458.10
493.95
511.95
521.05
621.35
